ChapterNumber,Title,Para,RelevantSource
CTM94050,CTM94050 CTSA: Higher Rate Penalties,or,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"£1,000 if the company delivers the return more than three months after the filing date.",True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,"Note: When applying this rule, you include accounting periods that ended before theCTSA appointed day (1 July 1999).",True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,These higher amounts are applicable to failures occurring in all successive accounting periods until the company delivers its return for an accounting period by the filing date. If the company then fails to deliver its return on time for the next accounting period the lower rates apply.,True
CTM94050,CTM94050 CTSA: Higher Rate Penalties,Example,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,R & D tax credit under Chapter 2 or 17 of Part 13 of CTA2009,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,land remediation tax credit or life assurance company tax credit under Part 14 of CTA2009,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,film tax credit under Part 15 of CTA2009,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,television tax credit under Part 15A of CTA2009,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,Video game tax credit under Part 15B of CTA2009,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,repayment interest paid under ICTA88/S826.,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,"For the purposes of Paragraph 52 you regard an amount allowed by set-off as an amount paid. You also regard an amount as a repayment if it was intended as a repayment, even if it exceeds the amount paid by the company.",True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,An assessment to recover:,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,"excessive repayments of tax for an accounting period, or",True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,"interest on repayments,",True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,is treated as an assessment to tax for that accounting period.,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,You cannot make these assessments in COTAX. For guidance on making the assessment see](https://www.gov.uk/hmrc-internal-manuals/cotax-manual/com23130) onwards. The particulars to enter on the assessment are ‘Paragraph 52 Schedule 18 Finance Act 1998’. Show the tax as payable now.,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,Interest,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,Amounts charged in assessments made under Paragraph 52 carry interest under TMA70/S87A from the date on which the repayment being recovered was made until the date of payment.,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,Time limit,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,FA98/SCH18/PARA53 prescribes the time limits for making assessments under Paragraph 52. The time limit is the latest of:,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,four years after the end of the accounting period to which it relates,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,the end of the accounting period following that in which the amount being recovered was paid,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,three months after the completion of an enquiry into a relevant company tax return.,True
CTM95140,CTM95140 Corporation Tax Self-Assessment (CTSA): Assessments: Recovery Of Excessive Repayments,This time limit does not overrule the time limits in Paragraph 46(2) and (2A) for making an assessment in the case of loss of tax brought about carelessly or deliberately.,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"20.3) With respect to payments made under the arrangement which have not been repaid and which have not already been apportioned (or have not already been deemed to be apportioned) at the date notice is given under Clause 19 above, the following provisions shall apply, sub-clauses (a) to (d) being subject to sub-clause (f), and sub-clause (d) also being subject to sub-clause (e):",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"the nominated company shall have the right, exercisable by giving notice in writing to the Board and within a period of thirty days from the date notice is given under Clause 19. above, irrevocably to apportion such payments to any of the participating companies;",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"to the extent that the nominated company fails to exercise its right as specified in sub-clause (a) of this clause 20.3, the Board shall have the right, exercisable within a period of sixty days from the date notice is given under Clause 19, to nominate, by giving notice in writing to the nominated company, one of the participating companies (other than the nominated company) for the purpose of exercising the right of the nominated company under sub-clause (a) of this Clause 20.3. The company so nominated shall have a period of thirty days from the date notice of nomination is given to exercise its right;",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"to the extent that payments still remain unapportioned (including by reason of the Board not exercising their right under sub-clause (b) of this Clause 20.3), such payments shall be apportioned by the Board to any of the participating companies. The Board shall give notice in writing to the nominated company of such apportionments;",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"the Board shall also have the right, as often as is necessary to discharge outstanding liabilities under the arrangement, to re-apportion any given payment or payments made by the nominated company (and apportioned by the nominated company, or other participating company, under sub-clauses (b) and (c) of this Clause 20.3) to any of the participating companies. The Board shall give notice in writing of such re-apportionments to the nominated company. Neither the nominated company nor any other participating company shall have the power to amend such re-apportionments (or any apportionments made under sub-clause (c) of this Clause 20.3);",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"the provisions of Clause 10.2. above shall apply to the Board’s power of re-apportionment under sub-clause (d) of this Clause 20.3., except that the relevant date shall not be the closing date but the date notice is given under Clause 19 above;",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,"Clauses 11, 12.1 and 12.2 above shall apply to such payments.",True
CTM97430,CTM97430 CTSA: Copy Of The Contract,20.4) The Board shall be obliged to consider any claims made to it under Clause 4.2. above if such claims were made prior to the date notice was given under Clause 19 above.,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,Top of page,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,Other provisions,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,21) All payments to be made by the nominated company under the arrangement shall be made by electronic funds transfer.,True
