ChapterNum,Title,Title,Para,Para
VGROUPS02550,VGROUPS02550 Unauthorised VAT Group Treatment,VGROUPS02550 Unauthorised VAT Group Treatment,"HMRC will always refuse retrospective VAT grouping if we believe it is being used for avoidance, abuse or evasion.","Where it is demonstrably the case that the unauthorised group treatment has occurred as the result of HMRC error, so long as the company is eligible for group VAT treatment, HMRC would always retrospectively formalise the company’s inclusion in the group. (Please see VGROUPS04800 and VGROUPS04850 for more detail)."
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,"All other applications for retrospective group treatment are to be refused in all but the most exceptional circumstances. If there is doubt about whether the circumstances are “most exceptional”, you should submit a Technical Advice Request (TAR) with full details and a reasoned recommendation to the Indirect Tax Casework Management Team.","All other applications for retrospective group treatment are to be refused in all but the most exceptional circumstances. If there is doubt about whether the circumstances are “most exceptional”, you should submit a Technical Advice Request (TAR) to with full details and a reasoned recommendation to the VAT Advisory policy team."
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,"Ignorance or misunderstanding of the law governing group treatment does not of itself constitute an “exceptional circumstance”. Also “reasonable excuses”, which might be accepted by Tax tribunals in failure to notify cases, do not constitute grounds for allowing retrospective VAT group treatment.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV.
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,"For the purposes of retrospective VAT group treatment, exceptional circumstances include those where the application for retrospective group treatment, is being made as a result of an error on the part of HMRC; for example:","Ignorance or misunderstanding of the law governing group treatment does not of itself constitute an “exceptional circumstance”. Also “reasonable excuses”, which might be accepted by Tax tribunals in failure to notify cases, do not constitute grounds for allowing retrospective VAT group treatment."
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,HMRC lose the original grouping application and the business can supply details of their original application and the attempts to follow it up; or,"For the purposes of retrospective VAT group treatment, exceptional circumstances include those where the application for retrospective group treatment, is being made as a result of an error on the part of HMRC; for example:"
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,the delay was caused by lack of action on HMRC’s part.,HMRC lose the original grouping application and the business can supply details of their original application and the attempts to follow it up; or
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,If the company is eligible for VAT group treatment HMRC would always retrospectively formalise the company’s inclusion in the VAT group.,the delay was caused by lack of action on HMRC’s part.
VGROUPS04850,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,VGROUPS04850 Applications For Retrospective Exceptional Circumstances,"Other claims for exceptional circumstances should be considered carefully, not automatically rejected. In there is any doubt you should submit a TAR. ",If the company is eligible for VAT group treatment HMRC would always retrospectively formalise the company’s inclusion in the VAT group.
VPOA1600,VPOA1600 The Role Of The VAT Registration And Accounting Policy Team (VRAP),VPOA1600 The Role Of The VAT Registration And Accounting Policy Team (VRAP),"The VAT Registration and Accounting Policy team (VRAP) within Customs and Indirect Tax Policy, Customer Strategy and Tax Design has policy responsibility for POA. Information about how to get policy advice is on the Indirect Tax site.","The VAT Registration and Accounting Policy team (VRAP) within Customs and Indirect Tax Policy, Customer Strategy and Tax Design has policy responsibility for POA. "
VPOST2000,VPOST2000 Policy Responsibility And Advice,VPOST2000 Policy Responsibility And Advice,"Before submitting a General or Technical Advice Request to VAT Advisory Team for assistance on liability issues relating to supplies of postal services by Royal Mail, please make sure that you have read this guidance and have looked at the Getting advice pages of the VAT Directorate website.",Guidance about the process for submitting requests to the VAT Advisory policy team can be found in VPOLADV
