ChapterNumber,CharCountDiff,LevDistance,Link,Title
OT05450,1.0,4.0,View changes,OT05450 PRT: Valuation Of Non-Arm's Gas - Gas Substitution Within An Allocation Agreement
OT05455,1.0,6.0,View changes,OT05455 PRT: Valuation Of Non-Arm's Gas - Gas Substitution Within An Allocation Agreement - Example
OT05500,130.0,595.0,View changes,OT05500 PRT: Royalty - Contents
OT05501,44.0,49.0,View changes,OT05501 Licence Debit And Credit
OT05505,44.0,78.0,View changes,OT05505 Licence Payments
OT05510,44.0,49.0,View changes,OT05510 Royalty Paying Fields
OT05515,43.0,79.0,View changes,OT05515 Royalty Payable
OT05520,44.0,78.0,View changes,OT05520 Royalty -Paid
OT05525,44.0,78.0,View changes,OT05525 Royalty Repaid
OT05530,44.0,78.0,View changes,OT05530 Periodic Payments
OT05535,44.0,78.0,View changes,OT05535 Transfers Of Interest
OT05540,43.0,79.0,View changes,OT05540 Chargeable Or Allowable
OT05600,213.0,487.0,View changes,OT05600 PRT: Commingling: Contents
OT05601,1.0,3.0,View changes,OT05601 PRT: Commingling - Introduction
OT05625,1.0,3.0,View changes,OT05625 PRT: Commingling - Amendments To Allocation Methods
OT05635,1.0,3.0,View changes,OT05635 PRT: Commingling - PRT Treatment Of Re-Injected Gas
OT05640,1.0,3.0,View changes,OT05640 PRT: Commingling - Storage Schemes
OT05700,0.0,2.0,View changes,OT05700 PRT: Advance Petroleum Revenue Tax - Background
OT05800,70.0,636.0,View changes,OT05800 PRT: Attribution Of Blended Crude Oil -Terminals Liftings - Contents
OT05805,35.0,99.0,View changes,OT05805 PRT: Terminal Introduction
OT05810,32.0,39.0,View changes,OT05810 PRT: Terminal Scope
OT05820,28.0,44.0,View changes,OT05820 PRT: Terminal Background
OT05830,33.0,39.0,View changes,OT05830 PRT: Terminal How Terminals (And Offshore Loading Facilities) Operate - The Loading Programme
OT05840,14.0,58.0,View changes,OT05840 PRT: Terminal The Attribution Rules
OT05850,29.0,44.0,View changes,OT05850 PRT: Terminal The Basic Formula (Regulation 4)
OT05860,27.0,45.0,View changes,OT05860 PRT: Terminal Production Entitlement
OT05870,28.0,45.0,View changes,OT05870 PRT: Terminal Delays And Accelerations In Loading
OT05880,31.0,47.0,View changes,OT05880 PRT: Terminal Attribution Formula- The Result
OT05890,33.0,39.0,View changes,OT05890 PRT: Terminal Volume Of Oil To Be Used In Determining “A” (Regulation 3)
OT05900,32.0,40.0,View changes,OT05900 PRT: Terminal Balancing Parcels (Regulation 2(1))
OT05910,33.0,39.0,View changes,OT05910 PRT: Terminal Treatment Of Balancing Parcels (Regulation 6)
OT05920,33.0,39.0,View changes,OT05920 PRT: Terminal Allocation Of Oil Sold Under ‘Period Of Entitlement’ And Term Contracts (Regulation 5)
OT05930,30.0,36.0,View changes,OT05930 PRT: Terminal Example
OT05940,32.0,40.0,View changes,OT05940 PRT: Terminal Period Of Entitlement Purchaser Not Applying The Rules Operationally
OT05950,28.0,51.0,View changes,OT05950 PRT: Terminal Disposal Of Field Interests- Main Rules (Regulation 7)
OT05960,36.0,42.0,View changes,OT05960 PRT: Terminal Disposal Of Field Interests- Sale Not Proceeding (Regulation 9)
OT05965,31.0,42.0,View changes,OT05965 PRT: Terminal Disposal Of Field Interests- Further Provisions (Regulation 8)
OT05970,98.0,145.0,View changes,OT05970 PRT: Terminal Disposal Of Field Interests - Examples
OT08900,72.0,75.0,View changes,OT08900 PRT: Expenditure: Contents
OT09000,90.0,93.0,View changes,OT09000 PRT: Allowable Field
OT09025,46.0,49.0,View changes,OT09025 Expenditure - Outline
OT09050,43.0,52.0,View changes,OT09050 Expenditure - Searching
OT09075,45.0,50.0,View changes,OT09075 Expenditure - Obtaining A Relevant Licence
OT09100,41.0,54.0,View changes,OT09100 Expenditure - Ascertaining
OT09125,46.0,50.0,View changes,OT09125 Expenditure - Winning
OT09150,45.0,50.0,View changes,OT09150 Expenditure - Measuring
OT09175,46.0,50.0,View changes,OT09175 Expenditure - Transporting
OT09200,43.0,52.0,View changes,OT09200 Expenditure - Initial Treatment Or Initial Storage
OT09225,45.0,49.0,View changes,OT09225 Expenditure - Disposing
OT09250,46.0,48.0,View changes,OT09250 Expenditure - Decommissioning - Related Expenditure
OT09275,46.0,48.0,View changes,OT09275 Expenditure - Material Stocks
OT09300,37.0,57.0,View changes,OT09300 Expenditure - Redundancy
OT09325,36.0,58.0,View changes,OT09325 Expenditure - Overheads
OT09350,46.0,48.0,View changes,OT09350 Expenditure - Insurance
OT09375,43.0,51.0,View changes,OT09375 Expenditure - Apportionment Of Expenditure
OT09400,46.0,48.0,View changes,OT09400 Expenditure - Tariff Related Expenditure
OT09425,46.0,48.0,View changes,OT09425 Expenditure - Prevention Of Double Allowance
OT09450,46.0,48.0,View changes,OT09450 Expenditure - Non-Allowable Field Expenditure
OT09475,46.0,48.0,View changes,OT09475 Expenditure - Specifically Excluded Expenditure: Interest
OT09500,43.0,51.0,View changes,OT09500 Expenditure - Specifically Excluded Expenditure: Land And Buildings
OT09525,39.0,55.0,View changes,OT09525 Expenditure - Specifically Excluded Expenditure: Production Related
OT09550,45.0,49.0,View changes,OT09550 Expenditure - Specifically Excluded Expenditure: Payments To Obtain A Licence (Other Than To Secretary Of State)
OT09575,46.0,48.0,View changes,OT09575 Expenditure - Specifically Excluded Expenditure: Payments In Respect Of Tax Assessed On Non-Resident Contractors
OT09600,46.0,48.0,View changes,OT09600 Expenditure - Anti-Avoidance Provisions: Sale And Leaseback
OT09625,46.0,48.0,View changes,OT09625 Expenditure - Subsidised Expenditure
OT10000,302.0,733.0,View changes,OT10000 PRT: Decommissioning: Contents
OT10025,24.0,26.0,View changes,OT10025 PRT: Decommissioning - Introduction
OT10050,20.0,30.0,View changes,OT10050 PRT: Decommissioning - Allowable Expenditure
OT10100,22.0,28.0,View changes,OT10100 PRT: Decommissioning - Allowable Expenditure (Continued)
OT10150,22.0,28.0,View changes,OT10150 PRT: Decommissioning - Allowable Expenditure: Restoration Work
OT10200,20.0,30.0,View changes,OT10200 PRT: Decommissioning - Apportionment Of Allowable Expenditure
OT10250,20.0,30.0,View changes,OT10250 PRT: Decommissioning - Apportionment Of Allowable Expenditure: Transitional Provisions
OT10300,21.0,29.0,View changes,OT10300 PRT: Decommissioning - Allowable Expenditure: Abandonment Guarantees
OT10350,23.0,27.0,View changes,OT10350 PRT: Decommissioning - Allowable Expenditure: Abandonment Guarantees: Payments Under Guarantees
OT10450,74.0,84.0,View changes,OT10450 PRT: Decommissioning - Allowable Expenditure: Abandonment Guarantees: Defaulter's Decommissioning Costs Met By Co-Participators Or Former Participators
OT10500,22.0,28.0,View changes,OT10500 PRT: Decommissioning - Allowable Expenditure: Abandonment Guarantees: Reimbursement By Defaulter Of Decommissioning Costs Met By Co-Participators Or Former Participators
OT10550,22.0,28.0,View changes,OT10550 PRT: Decommissioning - Allowable Expenditure: Exempt Gas Fields
OT10800,35.0,452.0,View changes,OT10800 PRT: Decommissioning Certainty: Contents
OT10803,52.0,56.0,View changes,OT10803 Certainty - Outline Of The Legislation
OT10805,23.0,27.0,View changes,OT10805 Certainty - The Effect Of A Claim On PRT
OT10808,22.0,28.0,View changes,OT10808 Certainty - The Effect Of Claims On Oil Allowance
OT11000,264.0,646.0,View changes,OT11000 PRT: Long Term Assets: Contents
OT11025,23.0,27.0,View changes,OT11025 PRT: Long-Term Assets - Outline
OT11050,21.0,29.0,View changes,OT11050 PRT: Long-Term Assets - Basic Conditions For Relief
OT11100,22.0,28.0,View changes,OT11100 PRT: Long-Term Assets - Non-Dedicated Mobile Assets
OT11150,21.0,29.0,View changes,OT11150 PRT: Long-Term Assets - Dedicated Mobile Assets
OT11200,23.0,27.0,View changes,OT11200 PRT: Long-Term Assets - Exempt Gas And Deballasting
OT11250,20.0,30.0,View changes,OT11250 PRT: Long-Term Assets - Associated Assets
OT11300,21.0,29.0,View changes,OT11300 PRT: Long-Term Assets - Remote Associated Assets
OT11350,18.0,32.0,View changes,OT11350 PRT: Long-Term Assets - Assets No Longer In Use For Principal Field
OT11400,15.0,35.0,View changes,OT11400 PRT: Long-Term Assets - Assets Used For More Than One Field
OT11500,19.0,31.0,View changes,OT11500 PRT: Long-Term Assets - Brought-In Assets
OT11600,17.0,33.0,View changes,OT11600 PRT: Long-Term Assets - Subsequent Use Of Assets Outside Taxable Fields
OT11700,23.0,27.0,View changes,OT11700 PRT: Long-Term Assets - Connected Parties
OT12000,336.0,1630.0,View changes,OT12000 PRT: Supplement: Contents
OT12025,20.0,30.0,View changes,OT12025 PRT: Supplement - Outline
OT12050,23.0,27.0,View changes,OT12050 PRT: Supplement - Eligible Expenditure: Summary
OT12075,20.0,30.0,View changes,OT12075 PRT: Supplement - Claims To Supplement
OT12100,23.0,27.0,View changes,OT12100 PRT: Supplement - Bringing About The Commencement Of Winning Or Transporting Oil
OT12150,24.0,26.0,View changes,OT12150 PRT: Supplement - Bringing About The Commencement: Searching For Oil
OT12200,24.0,26.0,View changes,OT12200 PRT: Supplement - Bringing About The Commencement: Field Development
OT12250,22.0,28.0,View changes,OT12250 PRT: Supplement - Ascertaining The Extent Of Oil-Bearing Area
OT12300,20.0,30.0,View changes,OT12300 PRT: Supplement - Substantially Improving The Rate At Which Oil Can Be Won
OT12350,24.0,26.0,View changes,OT12350 PRT: Supplement - Providing Installations For Initial Treatment Or Storage
OT12400,23.0,27.0,View changes,OT12400 PRT: Supplement - Overheads
OT12450,24.0,26.0,View changes,OT12450 PRT: Supplement - Apportionment Of Expenditure
OT12500,22.0,28.0,View changes,OT12500 PRT: Supplement - Expenditure Partly To Generate Tariff Receipts
OT12550,24.0,26.0,View changes,OT12550 PRT: Supplement - Hired Assets
OT12575,21.0,29.0,View changes,OT12575 PRT: Supplement - Contractor Financing
OT12600,24.0,26.0,View changes,OT12600 PRT: Supplement - Contractor Financing: Example
OT12625,24.0,26.0,View changes,OT12625 PRT: Supplement - Disposal Receipts: Supplement Restriction
OT12650,20.0,30.0,View changes,OT12650 PRT: Supplement - Net Profit Period
OT12700,13.0,37.0,View changes,OT12700 PRT: Supplement - Recalculated Net Profit Period
OT12725,23.0,27.0,View changes,OT12725 PRT: Supplement - Loss Following Net Profit Period
OT12750,24.0,26.0,View changes,OT12750 PRT: Supplement - Interaction With Other Provisions
OT13000,66.0,207.0,View changes,OT13000 PRT: Cross Field Allowances: Contents
OT13020,23.0,27.0,View changes,OT13020 Allowances - Outline
OT13040,19.0,31.0,View changes,OT13040 Allowances - How It Works
OT13060,17.0,33.0,View changes,OT13060 Allowances - Procedures
OT13100,267.0,852.0,View changes,OT13100 Spreading Elections : Contents
OT13110,19.0,105.0,View changes,OT13110 Spreading Elections - Outline
OT13120,18.0,105.0,View changes,OT13120 Spreading Elections - Form Of Election
OT13130,12.0,75.0,View changes,"OT13130 Spreading Elections, OTA75\SCH3\PARAS 9-10 - Time Limits"
OT13140,19.0,106.0,View changes,OT13140 Spreading Elections - Method Of Spreading
OT13150,18.0,105.0,View changes,OT13150 Spreading Elections - Interaction With Oil Allowance
OT13160,19.0,106.0,View changes,OT13160 Spreading Elections - Interaction With Safeguard
OT13170,18.0,105.0,View changes,OT13170 Spreading Elections - Interaction With Net Profit Period
OT13180,18.0,106.0,View changes,OT13180 Spreading Elections - Interest
OT13200,85.0,137.0,View changes,OT13200 PRT: Exempt Gas Provisions: Contents
OT13210,20.0,31.0,View changes,OT13210 - Outline
OT13220,23.0,28.0,View changes,OT13220 - Amendment Of A Section 10 Exempt Contract
OT13230,24.0,27.0,View changes,OT13230 - Sales Or Transfer Of An Interest In A Field Subject To A Section 10 Exempt Contract
OT13240,24.0,27.0,View changes,OT13240 - Expenditure Provisions
OT13250,22.0,30.0,View changes,OT13250 - Long-Term Asset Expenditure
OT13260,24.0,27.0,View changes,OT13260 - Tariff Receipts Of Exempt Gas Fields
OT13450,24.0,27.0,View changes,OT13450 PRT: Transmedian Fields
OT13500,118.0,827.0,View changes,OT13500 PRT: Foreign Fields: Contents
OT13510,24.0,28.0,View changes,OT13510 Fields - Definition Of Foreign Field
OT13525,94.0,116.0,View changes,OT13525 Fields - Tariff And Disposal Receipts
OT13550,23.0,28.0,View changes,OT13550 Fields - TRA And Foreign User Fields
OT13560,24.0,27.0,View changes,OT13560 Fields - Oil Allowance - Foreign Fields
OT13570,24.0,27.0,View changes,OT13570 Fields - E&A - Designated Area - Transmedian Fields
OT13600,24.0,27.0,View changes,OT13600 Fields - Double Taxation Relief
OT13650,24.0,28.0,View changes,OT13650 Fields - Abolition Of PRT - Foreign And Transmedian Fields
OT13750,678.0,1729.0,View changes,OT13750 PRT: Non Field
OT13760,46.0,49.0,View changes,OT13760 PRT: Non-Field Expenditure - Outline
OT13775,46.0,48.0,View changes,OT13775 PRT: Non-Field Expenditure - Claims
OT13790,45.0,49.0,View changes,OT13790 PRT: Non-Field Expenditure - Prevention Of Double Allowance
OT13810,42.0,52.0,View changes,OT13810 PRT: Non-Field Expenditure - Associated Company Claims
OT13825,44.0,50.0,View changes,OT13825 PRT: Non-Field Expenditure - Acquisition Of Interests In Producing Fields
OT13840,44.0,50.0,View changes,OT13840 PRT: Non-Field Expenditure - Treatment Of Long-Term Assets
OT13850,45.0,49.0,View changes,"OT13850 PRT: Non-Field Expenditure - Receipts, Pre 16 March 1983"
OT13860,40.0,54.0,View changes,"OT13860 PRT: Non-Field Expenditure - Receipts, Post 15 March 1983"
OT13875,45.0,49.0,View changes,OT13875 PRT: Non-Field Expenditure - Bottom Hole Contributions
OT13900,44.0,50.0,View changes,OT13900 PRT: Non-Field Expenditure - Receipts: Extended Production Tests
OT13910,44.0,50.0,View changes,OT13910 PRT: Non-Field Expenditure - Disallowable Expenditure
OT13925,46.0,48.0,View changes,OT13925 PRT: Non-Field Expenditure - Non-Arm's Length Expenditure
OT13940,45.0,49.0,View changes,OT13940 PRT: Non-Field Expenditure - Designated Area
OT13950,45.0,49.0,View changes,OT13950 PRT: Non-Field Expenditure - Abortive Exploration Expenditure: Basic Conditions
OT13960,42.0,52.0,View changes,"OT13960 Non-Field Expenditure - Abortive Exploration Expenditure: 'Is Not, And Is Unlikely To Become Allowable For A Field'"
OT13975,102.0,196.0,View changes,OT13975 Non-Field Expenditure - Exploration And Appraisal Expenditure: Basic Conditions
OT13990,46.0,48.0,View changes,OT13990 PRT: Non-Field Expenditure - Exploration And Appraisal Expenditure: Expenditure Not Related To A Field
OT14000,44.0,50.0,View changes,OT14000 PRT: Non-Field Expenditure - Exploration And Appraisal Expenditure: Searching And Ascertaining
OT14010,43.0,51.0,View changes,OT14010 PRT: Non-Field Expenditure: Exploration And Appraisal Expenditure: Licence Payments
OT14025,46.0,48.0,View changes,OT14025 PRT: Non-Field Expenditure: Exploration And Appraisal Expenditure: Onshore Expenditure
OT14040,45.0,49.0,View changes,OT14040 PRT: Non-Field Expenditure: Exploration And Appraisal Expenditure: Transitional Provisions: Outline
OT14050,43.0,51.0,View changes,OT14050 PRT: Non-Field Expenditure: Exploration And Appraisal Expenditure: Transitional Provisions: Committed Expenditure
OT14060,38.0,56.0,View changes,OT14060 PRT: Non-Field Expenditure - Exploration And Appraisal Expenditure: Transitional Provisions: Supplementary Relief
OT14080,46.0,48.0,View changes,OT14080 PRT: Non-Field Expenditure - Exploration And Appraisal Expenditure: Transitional Provisions - Interaction Of FA93\S188 And S189
OT14100,46.0,48.0,View changes,OT14100 PRT: Non-Field Expenditure - Research Expenditure: Outline
OT14125,40.0,54.0,View changes,OT14125 PRT: Non-Field Expenditure - Research Expenditure: Basic Conditions
OT14140,46.0,48.0,View changes,OT14140 PRT: Non-Field Expenditure - Research Expenditure: Associated Companies
OT14250,100.0,206.0,View changes,OT14250 PRT: Provisional Expenditure Allowance: Contents
OT14300,33.0,192.0,View changes,OT14300 PRT: Provisional Expenditure Allowance - Outline
OT14350,22.0,28.0,View changes,OT14350 Allowance - Clawback
OT14400,2477.0,2512.0,View changes,OT14400 Allowance - Examples
OT14500,203.0,289.0,View changes,OT14500 PRT: Meaning Of Expenditure Incurred And Timing Issues: Contents
OT14510,24.0,26.0,View changes,OT14510 Issues - Background
OT14520,24.0,26.0,View changes,OT14520 Issues - Time When Expenditure Is Incurred
OT14540,23.0,27.0,View changes,OT14540 Issues - Accounting Systems
OT14560,23.0,27.0,View changes,OT14560 Issues - Chargeable Periods In Which Expenditure May Be Brought Into Account
OT14600,461.0,743.0,View changes,OT14600 PRT: Associated Party Transactions: Contents
OT14610,22.0,28.0,View changes,OT14610 Transactions - General Objectives
OT14620,19.0,31.0,View changes,OT14620 Transactions - Scope Of Application
OT14640,23.0,27.0,View changes,OT14640 Transactions - Types Of Expenditure Affected And The Time Expenditure Was Incurred
OT14660,24.0,26.0,View changes,OT14660 Transactions - Interest And Other Pecuniary Obligations
OT14680,23.0,27.0,View changes,OT14680 Transactions - Hiring Of Assets
OT14700,24.0,26.0,View changes,OT14700 Transactions - Services
OT14720,24.0,26.0,View changes,OT14720 Transactions - Provision Of Fuel Oil
OT14740,23.0,27.0,View changes,OT14740 Transactions - Insurance
OT14760,21.0,29.0,View changes,OT14760 Transactions - Direct Insurance With A Captive
OT14780,22.0,28.0,View changes,OT14780 Transactions - Indirect Insurance With A Captive
OT14800,24.0,26.0,View changes,OT14800 Transactions - Insurance - Information
OT14840,22.0,28.0,View changes,OT14840 Transactions - Oil Insurance Ltd
OT15000,879.0,1300.0,View changes,OT15000 PRT: Tariff And Disposal Receipts: Contents
OT15010,2.0,4.0,View changes,OT15010 Receipts - Outline
OT15025,1.0,3.0,View changes,OT15025 Receipts - Definition Of Tariff Receipts
OT15060,0.0,2.0,View changes,OT15060 Receipts - Definition Of Disposal Receipts
OT15100,1.0,3.0,View changes,OT15100 Receipts - Definition Of Qualifying Assets
OT15150,6.0,8.0,View changes,OT15150 Receipts - Chargeable Field
OT15210,2755.0,2761.0,View changes,OT15210 Receipts - Participators In Common
OT15240,7.0,9.0,View changes,OT15240 Receipts - Cessation Of Field Or Tariff Use
OT15250,9.0,11.0,View changes,OT15250 Receipts - Reduction Of Disposal Receipts For Tax-Exempt Tariffing Use
